p,ford,fI,fII
10062889,1596,192,74
10064569,2070,245,100
10065409,1686,179,102
10065721,1692,191,91
10065841,1440,160,80
10065889,1758,196,97
10066009,1698,192,91
10066081,1710,184,101
10066681,1350,159,66
10066921,2202,256,111
10068361,1518,178,75
10069369,2118,248,105
10069441,1758,203,90
10070449,1512,159,93
10071601,1014,105,64
10071889,1614,195,74
10072129,1764,214,80
10072561,1656,189,87
10072609,1404,154,80
10072729,1770,214,81
10072969,1572,178,84
10073281,1482,163,84
10073449,1476,168,78
10074241,1368,169,59
10074409,1320,151,69
10074481,1932,204,118
10075129,1290,149,66
10075921,1758,209,84
10076161,1746,209,82
10076329,1710,180,105
10076809,1458,156,87
10077649,1632,182,90
10078489,1566,167,94
10078681,2226,251,120
10079449,1752,195,97
10080289,1482,154,93
10080529,2016,225,111
10081681,1566,178,83
10081801,1368,168,60
10081849,1740,187,103
10083049,1752,183,109
10084369,1392,163,69
10084561,1458,153,90
10085161,1458,167,76
10085329,1980,232,98
10086001,1326,153,68
10086841,2022,246,91
10086889,1722,188,99
10087009,1026,129,42
10087921,1518,172,81
10088569,1992,239,93
10088761,1644,191,83
10089529,1650,185,90
10090369,1650,196,79
10090441,1236,138,68
10090609,1416,168,68
10093129,2238,261,112
10093441,1590,178,87
10093561,1488,159,89
10094281,1722,193,94
10094449,1530,174,81
10095409,1278,133,80
10095649,1704,194,90
10095961,1788,201,97
10096081,1644,189,85
10096921,1380,155,75
10096969,1746,208,83
10097089,1800,211,89
10098169,1254,121,88
10099009,1806,212,89
10099321,1794,189,110
10099681,1272,140,72
10100161,1596,167,99
10100449,1776,215,81
10100689,1866,210,101
10101361,1434,163,76
10102009,1464,172,72
10102201,1944,211,113
10102849,1374,138,91
10102969,1530,175,80
10103521,1206,138,63
10103641,1404,164,70
10105489,996,106,60
10106401,2142,248,109
10106881,1566,185,76
10107001,1200,136,64
10107169,2208,277,91
10107841,1686,194,87
10109521,1398,177,56
10109929,1800,207,93
10111081,1770,204,91
10111369,1698,188,95
10111609,1416,156,80
10112041,1530,169,86
10112209,1980,224,106
10112449,1182,136,61
10112761,1494,192,57
10112881,1380,143,87
10113049,1458,166,77
10113121,1818,208,95
10113289,1854,210,99
10113769,1962,217,110
10114129,1368,156,72
10114561,1542,181,76
10116409,1584,187,77
10117321,1632,173,99
10117801,1218,139,64
10118929,2016,239,97
10119601,2088,254,94
10119649,1302,153,64
10119841,1314,133,86
10120441,1548,178,80
10120489,1476,173,73
10121161,1734,208,81
10121329,1548,182,76
10121521,1266,144,67
10122289,1158,134,59
10122529,1992,231,101
10123369,1722,195,92
10123849,1590,181,84
10123969,1350,159,66
10124641,1338,154,69
10124689,1338,140,83
10125649,1182,130,67
10125721,1524,179,75
10126201,1530,171,84
10126321,1818,214,89
10126561,1014,105,64
10126729,1980,218,112
10127329,1482,177,70
10128409,1674,193,86
10128721,1410,155,80
10128841,1584,185,79
10129081,1920,222,98
10129849,1410,151,84
10130089,1938,225,98
10131361,1710,207,78
10131529,1194,147,52
10131601,1422,173,64
10132609,1488,172,76
10132921,1980,237,93
10134721,1128,128,60
10134769,1632,192,80
10135969,1458,152,91
10136281,1326,159,62
10136449,1560,183,77
10137481,1488,158,90
10138129,1620,177,93
10138321,2226,256,115
10138489,2046,238,103
10138801,1386,154,77
10139329,1302,151,66
10139809,1446,168,73
10139929,1776,210,86
10140001,1086,117,64
10140601,1572,175,87
10141489,1734,196,93
10141849,1680,185,95
10142161,1470,169,76
10142449,1920,220,100
10143361,1644,189,85
10143961,1422,156,81
10144369,1644,183,91
10144969,1692,188,94
10146481,1446,183,58
10146529,1860,211,99
10146649,1794,202,97
10147561,1794,202,97
10148041,1680,190,90
10148209,1614,174,95
10148329,1074,124,55
10148401,1626,172,99
10149001,1332,159,63
10149169,2118,241,112
10149721,1500,185,65
10150249,1980,225,105
10150561,1530,170,85
10150681,1410,152,83
10150849,1596,194,72
10151521,1590,187,78
10151689,1680,199,81
10151761,2118,221,132
10151929,1446,151,90
10152529,1590,183,82
10153249,1458,172,71
10154449,2148,271,87
10155601,1032,114,58
10155721,1608,182,86
10155889,1596,170,96
10155961,1386,166,65
10156441,1470,170,75
10156609,1512,169,83
10157281,1272,138,74
10158241,1230,145,60
10158481,1632,196,76
10159801,1512,174,78
10160929,1470,173,72
10161601,1512,177,75
10161649,1236,137,69
10161841,1512,166,86
10162489,1608,187,81
10162609,1614,188,81
10162681,1278,167,46
10163521,1236,146,60
10164169,1458,163,80
10164841,1866,209,102
10165681,1236,143,63
10165801,1608,184,84
10168201,1254,140,69
10168489,2310,259,126
10169041,1296,137,79
10169569,1464,165,79
10169881,1596,182,84
10170049,1674,196,83
10170169,1020,119,51
10170241,930,105,50
10170409,1758,207,86
10170841,1878,231,82
10171081,2094,230,119
10171849,1566,166,95
10173529,1380,177,53
10173601,1050,120,55
10174081,1428,162,76
10174369,2094,234,115
10174921,1398,158,75
10175449,1674,187,92
10175761,1788,217,81
10175881,1224,132,72
10175929,1566,177,84
10176121,1662,204,73
10176601,1740,195,95
10176889,1776,199,97
10177129,2226,270,101
10177561,1830,208,97
10177729,1488,156,92
10177969,1632,190,82
10179241,1482,158,89
10179289,1662,202,75
10180129,1788,194,104
10180249,1524,181,73
10180801,1656,189,87
10180969,1860,216,94
10181761,1974,223,106
10183441,1386,155,76
10183609,1872,224,88
10183681,1326,139,82
10184329,1620,190,80
10185001,1440,171,69
10185289,1434,178,61
10186849,1782,209,88
10187041,1596,186,80
10187209,2130,247,108
10188361,1482,177,70
10188649,1818,209,94
10189369,1608,183,85
10189489,1824,214,90
10190161,1710,192,93
10190569,1536,186,70
10191241,2034,243,96
10191409,2448,285,123
10191889,1572,175,87
10192009,1638,183,90
10192681,1110,120,65
10192729,1848,236,72
10193929,1362,151,76
10194361,1296,153,63
10195201,1674,191,88
10195441,1464,161,83
10196281,1770,203,92
10196761,1446,155,86
10196881,1830,202,103
10196929,1848,225,83
10198609,1284,144,70
10199401,1278,149,64
10199569,1602,194,73
10199641,1140,127,63
10199809,1422,174,63
10200241,1686,202,79
10201129,1314,146,73
10202641,1560,182,78
10202761,2022,233,104
10203001,1272,143,69
10203649,1692,175,107
10204321,1482,158,89
10204609,1842,218,89
10204681,1602,180,87
10205161,2118,240,113
10205449,1512,165,87
10206121,1128,124,64
10206529,1716,204,82
10207201,1536,171,85
10207369,1716,180,106
10207849,1584,191,73
10208689,1764,200,94
10208881,1788,198,100
10209721,2274,268,111
10210561,1596,184,82
10211401,1890,223,92
10212721,1542,170,87
10214089,2076,238,108
10214401,1380,159,71
10214689,1596,177,89
10216441,1224,142,62
10217281,1608,180,88
10217761,1500,171,79
10218889,1410,159,76
10219609,1440,154,86
10220449,1656,180,96
10221481,1572,186,76
10221649,1098,122,61
10221961,1572,198,64
10222081,1146,122,69
10222801,1464,170,74
10223641,1824,208,96
10224649,1818,215,88
10225609,1380,160,70
10226521,2154,244,115
10227121,1746,201,90
10227289,1680,198,82
10227961,1470,159,86
10229209,2118,235,118
10229881,1680,191,89
10230049,1824,209,95
10230529,1746,201,90
10231201,1548,186,72
10232569,2382,262,135
10233049,1404,152,82
10233241,1872,204,108
10233889,1668,189,89
10234921,1416,167,69
10235761,2028,236,102
10236409,1788,182,116
10236769,1374,161,68
10238209,1410,184,51
10238281,1608,188,80
10239601,1092,125,57
10240609,1386,155,76
10241281,1572,188,74
10241401,1806,192,109
10241809,1644,206,68
10242241,1494,156,93
10242289,1848,210,98
10242649,1284,146,68
10242961,864,91,53
10243969,1422,170,67
10244089,1614,185,84
10245601,1422,152,85
10246009,2244,265,109
10246321,1410,165,70
10246441,1884,236,78
10246609,1704,210,74
10246849,2808,330,138
10248361,1620,172,98
10248529,1548,180,78
10249009,966,110,51
10249201,1632,192,80
10249801,1170,143,52
10250209,1812,213,89
10250521,1548,171,87
10251361,1746,197,94
10251481,1830,199,106
10251649,1590,197,68
10251889,1854,219,90
10252321,1194,126,73
10252729,1440,166,74
10253161,1200,151,49
10253209,1434,153,86
10253401,1692,180,102
10253569,1770,190,105
10254001,1128,132,56
10254241,1908,214,104
10254841,1380,163,67
10255249,1158,133,60
10255681,1986,216,115
10256089,1848,207,101
10256569,1878,228,85
10257361,1458,164,79
10257529,1422,154,83
10258249,1302,146,71
10258921,1482,165,82
10259281,1464,178,66
10259761,1566,184,77
10260769,1842,208,99
10261129,1866,211,100
10261561,1734,203,86
10261609,2016,231,105
10262281,1464,167,77
10262449,2052,224,118
10262569,1260,148,62
10263481,1614,184,85
10263961,1374,153,76
10264081,1434,144,95
10264489,1128,131,57
10265641,1254,137,72
10265809,1368,162,66
10266169,1248,133,75
10266481,1500,161,89
10268689,1770,200,95
10269001,1572,179,83
10269169,1308,159,59
10269529,1548,155,103
10270009,1536,174,82
10270129,1482,161,86
10270681,1458,169,74
10270969,1530,182,73
10271809,1128,129,59
10272481,2118,255,98
10272529,1392,170,62
10273201,1404,156,78
10273489,2328,277,111
10274161,1764,202,92
10274401,1686,186,95
10275241,1536,174,82
10276081,1476,148,98
10276249,1080,128,52
10276681,1902,202,115
10276921,1542,176,81
10277569,1542,166,91
10277929,1614,186,83
10278361,1494,185,64
10280041,1878,212,101
10280089,1716,194,92
10280929,1404,142,92
10281121,2106,243,108
10281289,1626,183,88
10282609,2208,242,126
10283401,2004,245,89
10283809,1890,202,113
10284649,1602,177,90
10285801,1566,182,79
10285921,1914,233,86
10286161,1608,192,76
10286641,1572,176,86
10287001,2142,249,108
10287481,1356,152,74
10289161,1224,123,81
10289329,1878,222,91
10289449,1542,179,78
10289689,1488,179,69
10290121,1278,128,85
10290169,1986,219,112
10290529,1968,223,105
10291129,1614,189,80
10292521,1476,175,71
10292881,1164,134,60
10293529,1326,154,67
10293889,1860,216,94
10294369,1500,161,89
10294489,1800,221,79
10294729,1392,155,77
10295161,2166,241,120
10296001,1284,151,63
10296241,1854,203,106
10296409,1890,210,105
10296721,1332,158,64
10297249,1488,162,86
10297849,1146,133,58
10298401,1530,172,83
10298521,1506,176,75
10298689,1644,183,91
10299529,1872,226,86
10300201,1734,192,97
10300369,1542,176,81
10301041,1134,148,41
10301089,1932,226,96
10305241,1728,193,95
10305481,1506,176,75
10306081,1572,184,78
10306249,1890,213,102
10306801,1848,209,99
10307641,1746,198,93
10307761,1386,156,75
10307809,1614,189,80
10308169,1188,135,63
10308769,1536,161,95
10309009,1956,223,103
10310329,1056,132,44
10311841,1218,140,63
10312681,1632,186,86
10313521,1404,153,81
10314361,1638,199,74
10315369,1656,196,80
10315729,2256,273,103
10316881,1548,178,80
10317169,1596,179,87
10317841,1284,155,59
10318249,2388,263,135
10318681,1614,194,75
10319521,1626,181,90
10319761,1098,115,68
10320361,1392,154,78
10320601,1152,134,58
10320769,1614,171,98
10321249,1578,192,71
10322041,1218,137,66
10323721,1608,182,86
10323889,1626,176,95
10324129,1734,206,83
10324969,1440,161,79
10325281,1380,146,84
10325401,1464,162,82
10326409,1974,218,111
10326961,1446,166,75
10327129,2184,270,94
10327249,1164,123,71
10327321,1116,117,69
10327489,1698,189,94
10327969,1218,147,56
10328161,1998,226,107
10329769,1560,177,83
10330009,1734,195,94
10330321,876,109,37
10330609,1320,144,76
10331521,1758,206,87
10331689,1680,195,85
10332529,1506,175,76
10332841,1650,189,86
10333801,1344,150,74
10334041,1470,169,76
10334209,1398,172,61
10334881,1788,211,87
10335361,1188,137,61
10335529,1728,181,107
10336201,1878,223,90
10336321,1152,145,47
10336369,1650,199,76
10336489,1158,136,57
10337209,1482,158,89
10338001,1770,201,94
10338049,1488,159,89
10338169,1632,189,83
10338241,1632,186,86
10338409,1686,198,83
10338721,1728,194,94
10339729,1578,178,85
10340089,1542,177,80
10340689,2010,244,91
10341361,1830,207,98
10342081,1302,144,73
10342369,1578,190,73
10342921,1368,150,78
10343761,1440,163,77
10344289,2280,264,116
10344601,1338,155,68
10345609,1620,187,83
10346641,2208,270,98
10347121,1542,160,97
10347409,1998,228,105
10349329,1248,137,71
10349641,1218,142,61
10350601,1464,179,65
10351321,1860,203,107
10351441,1494,164,85
10351681,1848,211,97
10352161,1554,187,72
10352521,1902,218,99
10352689,1758,197,96
10353001,2268,256,122
10353121,822,85,52
10353529,1338,145,78
10354009,1878,215,98
10354801,1560,178,82
10355641,1464,181,63
10355689,1536,171,85
10356361,2106,251,100
10356481,1152,131,61
10356649,1890,225,90
10356721,1560,177,83
10357201,1686,186,95
10357561,2298,250,133
10358041,1386,149,82
10358329,1122,124,63
10359841,2058,236,107
10360081,1272,148,64
10360561,1326,147,74
10360729,1944,233,91
10360849,1932,223,99
10361089,1854,206,103
10361929,2364,272,122
10362361,1782,224,73
10362529,1188,130,68
10362601,1746,203,88
10363609,1416,162,74
10364209,1848,234,74
10365049,1836,224,82
10365721,1776,211,85
10365889,1824,198,106
10366561,1470,167,78
10366801,1884,210,104
10366969,1878,219,94
10367449,1296,155,61
10368649,1512,164,88
10368961,1332,138,84
10369081,1560,184,76
10369129,1248,141,67
10370329,2346,259,132
10370641,1716,212,74
10370809,1626,178,93
10371601,1566,181,80
10371841,1554,173,86
10372009,2358,294,99
10372441,1830,218,87
10372489,1494,166,83
10373521,1572,173,89
10374121,1440,162,78
10374289,1698,198,85
10375129,2154,275,84
10375201,1260,132,78
10375801,1548,186,72
10376209,2124,239,115
10376521,1344,159,65
10376689,1392,148,84
10376881,1746,210,81
10378369,1122,130,57
10379041,2094,242,107
10379209,1608,181,87
10379569,1554,178,81
10380001,960,102,58
10380049,1356,152,74
10381009,1314,152,67
10381081,1962,216,111
10381561,1656,183,93
10381729,1674,207,72
10383361,1458,166,77
10384081,1620,191,79
10384249,1926,226,95
10384369,1506,168,83
10385041,2142,258,99
10385281,1404,168,66
10386601,1428,170,68
10386769,1998,230,103
10388281,1482,184,63
10389241,1410,161,74
10389481,2022,238,99
10389649,2814,325,144
10390129,1416,155,81
10390249,1344,140,84
10391761,1458,160,83
10391809,1440,161,79
10392001,1182,136,61
10392649,1404,151,83
10392769,1494,175,74
10393441,1332,154,68
10393609,1566,188,73
10395001,1146,131,60
10395361,1506,177,74
10395841,1236,137,69
10395961,1428,163,75
10396369,1386,150,81
10396801,1674,203,76
10396849,1386,169,62
10397209,1422,157,80
10397809,1674,190,89
10398721,1590,186,79
10399201,1464,173,71
10399321,1440,166,74
10399369,2058,247,96
10400161,1332,155,67
10400329,1290,134,81
10400881,1614,168,101
10403689,1848,199,109
10403761,1188,139,59
10404241,1452,171,71
10406089,1506,157,94
10406449,1158,142,51
10407601,1176,132,64
10408969,1902,214,103
10409401,1824,212,92
10410121,1548,176,82
10410649,1830,200,105
10411129,1554,160,99
10411321,2196,276,90
10412161,1380,155,75
10412329,1326,154,67
10413841,1296,135,81
10414321,1356,145,81
10414441,1830,221,84
10414609,1704,205,79
10414849,1410,156,79
10415161,1008,115,53
10416169,1680,196,84
10416361,1584,188,76
10417009,1578,162,101
10417201,1452,156,86
10417801,1290,140,75
10417969,1494,168,81
10418041,1752,195,97
10418521,1512,177,75
10418689,1632,186,86
10418809,1308,160,58
10419361,1632,189,83
10419481,2028,242,96
10419649,1542,197,60
10420321,1614,179,90
10421401,2196,245,121
10421569,1758,206,87
10421881,1446,170,71
10423249,1782,198,99
10423849,1800,205,95
10423921,2214,257,112
10424569,1170,138,57
10425361,1566,174,87
10425409,1668,206,72
10426201,1992,231,101
10426249,1668,181,97
10426369,2112,242,110
10427281,1986,238,93
10427761,1818,218,85
10428049,1806,219,82
10428721,1392,172,60
10428961,1062,117,60
10429801,1416,164,72
10430281,1152,134,58
10431961,1284,127,87
10432129,2010,232,103
10432249,1398,166,67
10432921,1722,198,89
10433161,1788,212,86
10433809,1440,156,84
10434649,1470,160,85
10434769,1464,182,62
10435441,1542,159,98
10436161,1590,189,76
10436449,1608,170,98
10436689,1716,190,96
10437169,1824,217,87
10437841,1590,181,84
10439041,1512,178,74
10439641,1284,145,69
10441369,1440,156,84
10441489,1332,148,74
10442209,1818,218,85
10442401,1614,178,91
10443841,1380,158,72
10444009,1284,158,56
10444081,1710,204,81
10444849,1656,187,89
10445401,1674,185,94
10445761,1554,166,93
10446529,1272,139,73
10446769,1818,189,114
10447441,1458,176,67
10448041,1944,227,97
10448281,1548,178,80
10448881,1164,129,65
10449121,1542,168,89
10449961,1902,210,107
10451569,2220,278,92
10451641,1506,178,73
10452121,1458,163,80
10453081,1326,145,76
10453321,1728,190,98
10453801,1416,174,62
10454089,1536,184,72
10454641,1326,155,66
10455001,1938,224,99
10455481,1200,138,62
10455769,1782,202,95
10456321,1548,180,78
10456609,1902,246,71
10457449,1950,242,83
10458529,1602,197,70
10458841,1686,198,83
10459201,1488,161,87
10459849,1368,149,79
10460209,1686,191,90
10460689,1932,211,111
10460809,1566,199,62
10461361,1494,179,70
10461889,1308,148,70
10465249,1254,147,62
10465729,1074,122,57
10465849,1566,181,80
10466089,1686,194,87
10466569,1284,157,57
10466689,1524,165,89
10467241,1374,151,78
10467409,1860,222,88
10468441,1452,162,80
10468609,1902,229,88
10469089,1422,165,72
10470289,1488,168,80
10470721,1554,164,95
10471561,1572,172,90
10471729,1662,208,69
10471801,1290,146,69
10473121,1050,116,59
10473289,2256,261,115
10473961,1482,170,77
10474489,1290,149,66
10474969,2076,250,96
10475089,1308,154,64
10475929,1284,150,64
10476001,2208,244,124
10476601,1650,178,97
10477009,1590,182,83
10477609,1842,196,111
10478161,1290,150,65
10478521,1668,198,80
10479289,1764,210,84
10479961,1608,194,74
10480009,1800,232,68
10480369,1266,140,71
10480681,2046,234,107
10480969,2208,256,112
10481041,2142,244,113
10482049,1908,224,94
10482361,1986,226,105
10482649,1374,157,72
10482721,1746,197,94
10483201,1128,118,70
10483489,1914,232,87
10484161,1560,177,83
10484401,1320,149,71
10484569,2244,248,126
10485721,1074,120,59
10486561,1704,197,87
10486921,1464,170,74
10487089,2040,229,111
10488241,1674,193,86
10488601,1896,228,88
10489201,2064,231,113
10489441,1380,148,82
10490041,1974,227,102
10490089,1788,183,115
10490209,1272,131,81
10490761,1494,176,73
10490881,1764,196,98
10491769,1548,183,75
10491961,1266,146,65
10492441,1794,203,96
10492561,1314,145,74
10493401,1668,177,101
10493449,2076,240,106
10493569,1326,146,75
10494241,1434,165,74
10495249,1812,207,95
10495321,1692,191,91
10495801,1218,138,65
10496329,1746,198,93
10497001,1746,184,107
10497601,1368,147,81
10497649,2040,228,112
10497841,1440,167,73
10498489,1266,144,67
10498681,1488,174,74
10499329,1302,143,74
10499449,1122,121,66
10499521,1428,157,81
10500361,1632,182,90
10501009,1386,168,63
10501201,1734,198,91
10501369,2118,246,107
10502641,1644,196,78
10502689,1968,229,99
10503049,1734,197,92
10503721,2334,290,99
10504489,1824,202,102
10504561,948,109,49
10505401,1068,127,51
10506049,1194,124,75
10506169,1392,153,79
10506841,1524,175,79
10506889,1392,154,78
10507249,1374,161,68
10507561,1278,147,66
10507681,1476,177,69
10508521,1098,121,62
10508761,1608,187,81
10509241,2394,273,126
10511881,1284,146,68
10512049,1302,150,67
10512121,1098,125,58
10512289,1800,204,96
10512721,1830,217,88
10512961,2178,264,99
10513561,1680,189,91
10513969,1626,178,93
10515409,1356,143,83
10515481,1494,162,87
10515649,1494,164,85
10516249,1848,195,113
10516321,1932,216,106
10516801,1518,182,71
10517641,1614,186,83
10518481,1284,138,76
10518601,1254,142,67
10519009,1500,174,76
10519609,1716,190,96
10519849,1878,210,103
10520449,942,111,46
10521001,1308,147,71
10521169,1968,227,101
10521289,1320,157,63
10521361,1788,203,95
10522801,1200,146,54
10523209,2016,232,104
10523641,1842,224,83
10523809,1854,209,100
10523881,1242,136,71
10524049,1764,192,102
10524529,1452,171,71
10525729,1584,179,85
10526161,1572,189,73
10526569,1494,178,71
10526881,1518,171,82
10528081,1572,172,90
10529089,1728,192,96
10529521,1524,183,71
10529569,1800,197,103
10529689,1380,146,84
10530529,1152,130,62
10530601,1440,161,79
10531201,1722,186,101
10531249,1332,158,64
10531369,1878,231,82
10531921,1440,159,81
10532761,2028,238,100
10532881,1920,220,100
10533121,1668,182,96
10533889,1500,161,89
10535809,1626,171,100
10536121,1746,213,78
10536289,1584,181,83
10536649,1422,171,66
10536961,1716,195,91
10537801,1566,181,80
10538089,1668,178,100
10538329,2232,253,119
10539481,1680,200,80
10540489,1710,215,70
10540609,1776,217,79
10541161,1632,183,89
10541449,1590,183,82
10541689,2100,243,107
10542001,1938,225,98
10542361,1518,161,92
10544041,1386,170,61
10545529,1434,168,71
10545721,1572,187,75
10545889,1938,207,116
10548049,1614,183,86
10548169,1236,148,58
10548841,1572,181,81
10549681,1212,138,64
10550401,1260,146,64
10550929,1332,146,76
10551241,1638,196,77
10551529,1818,219,84
10551769,1866,207,104
10553041,1620,180,90
10553281,2028,232,106
10553449,1266,138,73
10554889,1788,216,82
10555561,1254,137,72
10555609,1554,179,80
10555729,2238,240,133
10555969,2046,246,95
10556281,1500,173,77
10556401,1470,165,80
10556569,1440,166,74
10557409,1338,160,63
10557649,1620,200,70
10558489,2052,257,85
10559929,1872,198,114
10560169,1422,157,80
10560481,1332,138,84
10560601,1632,184,88
10560769,2388,267,131
10561609,1218,140,63
10561849,1290,147,68
10562281,1698,196,87
10562521,1398,157,76
10563121,1716,192,94
10564201,1938,211,112
10564681,1932,213,109
10564849,1104,127,57
10565521,1656,178,98
10565641,1128,125,63
10565689,1470,168,77
10566529,1416,169,67
10566649,1956,225,101
10567201,1398,160,73
10567369,1758,192,101
10567561,1716,199,87
10567729,1734,195,94
10568329,1578,185,78
10568401,1920,210,110
10568881,1578,179,84
10569241,1230,136,69
10569721,2208,269,99
10570009,1530,172,83
10570081,1638,186,87
10570249,2064,232,112
10570849,1344,169,55
10570921,1338,150,73
10571521,1662,200,77
10571929,1524,192,62
10572361,2178,256,107
10572409,1452,167,75
10572769,1326,142,79
10573369,1146,120,71
10573441,1596,175,91
10574041,1068,116,62
10574209,1164,135,59
10575121,1950,233,92
10575601,1278,148,65
10576129,1332,149,73
10576609,1890,229,86
10577569,1764,198,96
10578289,1710,190,95
10578961,1776,202,94
10579081,2160,256,104
10579801,1602,185,82
10579969,1296,142,74
10580329,1956,225,101
10580809,1872,221,91
10581169,1890,219,96
10582441,1140,119,71
10582609,1788,198,100
10583161,1476,167,79
10583281,1296,147,69
10583329,1260,143,67
10583449,2478,293,120
10584001,1446,160,81
10584529,1932,225,97
10584841,1668,214,64
10585969,1290,144,71
10586209,1914,218,101
10586689,1350,158,67
10586809,1788,202,96
10587649,1782,202,95
10588729,1950,233,92
10589209,1572,189,73
10589329,1560,191,69
10590841,1686,188,93
10591081,1248,144,64
10591729,2064,245,99
10591849,1368,139,89
10592089,1440,167,73
10592401,1512,157,95
10592521,1026,126,45
10592761,1506,176,75
10592929,1416,163,73
10593361,1644,188,86
10593529,1278,139,74
10594081,972,112,50
10594201,1626,193,78
10594249,1518,164,89
10595041,1794,210,89
10595281,1368,163,65
10595929,1356,150,76
10596121,1764,182,112
10596961,1860,198,112
10597129,1512,159,93
10597729,1572,169,93
10597969,1992,210,122
10598281,1728,197,91
10598449,1074,117,62
10599961,1644,198,76
10600321,1224,134,70
10600969,1584,196,68
10601641,1728,203,85
10602001,1080,121,59
10602649,1494,166,83
10602769,1650,178,97
10603849,1686,202,79
10604161,1572,167,95
10605121,1752,211,81
10605169,1248,133,75
10605289,1686,182,99
10605961,1386,154,77
10606369,2154,243,116
10606801,1812,219,83
10606969,1932,219,103
10607041,1404,160,74
10607521,1242,149,58
10607809,1134,124,65
10608649,2064,239,105
10608721,1962,242,85
10609369,1128,134,54
10610881,1674,193,86
10611241,1512,177,75
10611409,1380,153,77
10613401,1554,178,81
10613521,1140,138,52
10613929,1878,223,90
10615249,1650,188,87
10615921,1704,178,106
10617121,1476,163,83
10617601,1182,127,70
10617769,1878,213,100
10618561,2010,227,108
10618969,1314,143,76
10619641,1500,170,80
10620241,972,106,56
10620289,1350,145,80
10620481,1188,137,61
10621489,1824,206,98
10622641,1848,201,107
10622809,1494,161,88
10623601,1200,136,64
10623649,1566,184,77
10624441,1440,166,74
10624681,1458,161,82
10624849,1272,139,73
10625689,1854,208,101
10626169,1548,167,91
10626361,1182,124,73
10627009,2016,215,121
10627681,1392,160,72
10628041,1488,192,56
10628209,1494,171,78
10628521,1728,195,93
10628641,1392,145,87
10629649,1926,226,95
10630201,1536,174,82
10631041,1368,152,76
10631161,1716,207,79
10632409,2064,242,102
10633009,1782,202,95
10633081,2250,240,135
10633729,1584,171,93
10633921,1674,184,95
10635409,1392,157,75
10635529,1584,169,95
10636081,1710,201,84
10636921,1536,176,80
10637041,1734,196,93
10637089,1194,141,58
10637449,1170,123,72
10638049,2178,268,95
10638601,1242,145,62
10638769,1608,192,76
10638961,1398,156,77
10639129,1722,204,83
10639561,1458,152,91
10639729,1572,172,90
10640281,1584,172,92
10640449,1668,193,85
10640569,1740,203,87
10642081,1488,167,81
10642129,918,94,59
10642249,2100,247,103
10643329,2022,244,93
10643929,1632,169,103
10644001,1626,181,90
10645321,1554,173,86
10645441,1404,157,77
10645489,1770,193,102
10646281,1686,197,84
