p,ford,fI,fII
100767409,2574,303,126
100768081,3516,417,169
100768249,2112,258,94
100768441,2730,314,141
100769041,2886,359,122
100769281,2718,322,131
100771729,2358,282,111
100772281,2118,227,126
100772449,2364,261,133
100772569,2568,321,107
100773961,2364,266,128
100774129,2106,237,114
100775329,2460,288,122
100775809,2874,322,157
100777321,2754,321,138
100777489,2688,313,135
100778449,2640,297,143
100778521,2550,299,126
100779121,1962,236,91
100779361,1914,224,95
100780681,2142,249,108
100781041,1770,201,94
100781209,2346,279,112
100781881,2688,331,117
100782529,2298,261,122
100782889,2148,242,116
100783489,2118,233,120
100784881,2640,320,120
100786249,2466,305,106
100786681,2808,333,135
100787569,1902,224,93
100787689,3846,495,146
100788361,3108,377,141
100789201,3168,368,160
100790089,1914,228,91
100790281,2406,284,117
100790929,2730,333,122
100791049,2556,286,140
100791721,2514,302,117
100791961,1638,190,83
100793449,2544,286,138
100793569,2994,370,129
100794289,2466,284,127
100794409,1716,195,91
100794481,2850,335,140
100794961,2346,270,121
100795129,3108,361,157
100795801,2796,313,153
100795921,2628,323,115
100796809,2052,234,108
100796929,2370,264,131
100798849,3618,420,183
100799329,2028,244,94
100799449,2238,272,101
100799521,2700,320,130
100800841,2364,278,116
100800961,2532,281,141
100801201,2640,305,135
100801369,2670,314,131
100801681,2712,311,141
100802041,2688,316,132
100803361,1932,228,94
100803889,2658,275,168
100804201,2208,264,104
100804489,3492,419,163
100805209,2670,331,114
100805401,2742,300,157
100806049,2904,337,147
100806169,2406,287,114
100806721,1938,214,109
100807849,2388,260,138
100808761,1908,230,88
100809409,2388,280,118
100809601,2124,234,120
100810201,2964,348,146
100810921,2562,290,137
100811089,2004,227,107
100811209,1968,236,92
100811281,2208,249,119
100811449,2586,294,137
100811881,2352,294,98
100813129,2574,287,142
100813969,1782,211,86
100814569,2478,282,131
100815241,2574,311,118
100816249,2718,330,123
100816921,2292,264,118
100817329,2616,333,103
100818481,2178,249,114
100819009,2082,243,104
100819321,2244,266,108
100819489,1842,213,94
100820281,2112,246,106
100821001,2472,277,135
100821289,3492,398,184
100821361,2646,312,129
100821841,2160,226,134
100823641,2688,310,138
100823689,2898,339,144
100824049,2358,286,107
100824649,1998,226,107
100825201,1848,223,85
100825321,2340,237,153
100825369,2208,256,112
100827049,2676,299,147
100827409,2268,286,92
100828009,3216,405,131
100828081,2784,328,136
100828681,2832,338,134
100829689,2250,264,111
100829929,3282,377,170
100830241,2310,273,112
100830529,2748,330,128
100830601,2346,279,112
100831201,2748,304,154
100831249,2100,231,119
100832041,2412,284,118
100832209,2406,291,110
100834609,3096,355,161
100834801,2166,234,127
100835401,2784,340,124
100835569,2256,249,127
100836289,2520,303,117
100836409,2700,331,119
100836649,1926,225,96
100836961,1584,169,95
100837969,2568,304,124
100839169,3108,357,161
100839841,2766,317,144
100840009,2814,312,157
100840321,2358,269,124
100840849,2820,336,134
100842121,1698,192,91
100842361,3408,386,182
100842529,2754,332,127
100845721,2370,280,115
100845889,2190,251,114
100846321,2388,272,126
100847209,1746,194,97
100848049,2310,272,113
100848841,2400,267,133
100849249,2724,310,144
100849681,1890,225,90
100850401,2058,231,112
100853281,2028,232,106
100854121,2430,279,126
100854769,3168,380,148
100854961,2820,316,154
100855129,2568,288,140
100855801,2490,297,118
100857121,2376,280,116
100857241,3000,343,157
100857409,1848,204,104
100857649,2148,252,106
100858129,1962,243,84
100858921,2886,339,142
100858969,3126,377,144
100859329,3240,362,178
100859641,1896,212,104
100860769,2568,288,140
100861009,3204,391,143
100861489,2154,247,112
100862161,2112,253,99
100863121,3408,429,139
100863289,2892,354,128
100863361,2184,231,133
100864129,2442,293,114
100864969,2778,313,150
100865209,2256,254,122
100866481,2094,234,115
100867369,2574,318,111
100870921,2790,311,154
100871689,1932,237,85
100871929,2544,295,129
100873249,2370,253,142
100873921,2226,253,118
100874041,2298,263,120
100874089,2130,237,118
100874281,2064,240,104
100874929,1818,194,109
100875121,2316,258,128
100876801,1848,209,99
100877401,1854,228,81
100878241,2370,288,107
100878649,2364,275,119
100880089,2388,281,117
100880809,2346,268,123
100880929,3474,444,135
100881481,2568,278,150
100882681,2886,312,169
100882849,2442,290,117
100883161,2532,288,134
100886209,2550,305,120
100886521,2436,290,116
100886881,2628,303,135
100887481,2856,323,153
100887889,2934,349,140
100888201,3108,370,148
100888729,2274,250,129
100889161,1680,197,83
100889329,2802,329,138
100889881,2214,267,102
100890001,1920,221,99
100890721,2544,293,131
100890841,3036,333,173
100891849,2646,321,120
100892521,1992,238,94
100893241,2400,274,126
100894369,1920,221,99
100894441,3288,365,183
100895449,2652,314,128
100895881,2742,330,127
100896049,2136,248,108
100896721,3456,373,203
100896769,2556,286,140
100897129,2364,276,118
100897561,2844,331,143
100897801,2136,254,102
100897969,3036,357,149
100898641,3372,403,159
100899241,1908,212,106
100900081,2550,301,124
100900249,3246,389,152
100900801,1638,177,96
100901329,1878,199,114
100901641,2910,346,139
100902649,2166,246,115
100903489,2586,309,122
100903849,2448,281,127
100904281,2268,272,106
100904329,2370,290,105
100904521,1962,239,88
100904689,2568,288,140
100905361,2832,347,125
100906369,2562,288,139
100906969,2430,290,115
100907041,2028,252,86
100907809,3024,375,129
100907881,3030,361,144
100908529,4056,472,204
100908649,2712,333,119
100909489,3030,352,153
100909561,2154,238,121
100909729,2616,283,153
100911721,2154,235,124
100912081,2190,253,112
100912681,2562,277,150
100913569,1914,222,97
100914361,2610,291,144
100915201,2670,299,146
100915369,2268,250,128
100916089,2610,309,126
100916281,2448,282,126
100916449,2670,304,141
100917889,3420,416,154
100919281,2484,266,148
100919569,2052,218,124
100919641,1896,219,97
100919809,2550,291,134
100920409,3078,385,128
100920649,2400,292,108
100921081,2844,320,154
100921489,2568,310,118
100921921,1866,208,103
100922089,2724,300,154
100922641,2886,346,135
100923769,1752,205,87
100924009,2820,318,152
100924609,2886,331,150
100924849,2550,297,128
100927129,2280,279,101
100927201,2328,259,129
100927369,2010,243,92
100927969,2484,265,149
100928689,2466,270,141
100928809,2256,261,115
100929721,2280,267,113
100930201,2280,274,106
100930729,2286,251,130
100931209,2178,250,113
100932049,2538,300,123
100932241,2754,318,141
100933249,2316,258,128
100934569,2112,241,111
100935529,2148,264,94
100936201,2664,300,144
100936441,2664,310,134
100938601,2298,266,117
100938769,3030,356,149
100939129,3414,418,151
100940449,2040,232,108
100941649,2652,291,151
100942489,2856,324,152
100942969,2904,332,152
100943761,2406,278,123
100945441,2472,271,141
100945681,2634,294,145
100947169,2304,264,120
100947841,1842,220,87
100948801,2784,315,149
100949041,2784,327,137
100950361,2442,279,128
100950721,2040,243,97
100951561,2514,267,152
100952329,2154,251,108
100953001,2688,332,116
100953169,2820,326,144
100954561,3042,352,155
100954681,2034,228,111
100955521,2706,297,154
100955929,3036,352,154
100956241,1950,240,85
100956409,2298,272,111
100956529,3120,368,152
100957369,2568,303,125
100958881,2124,244,110
100959049,2706,299,152
100959289,2688,313,135
100959721,1998,213,120
100959769,2022,220,117
100960441,2514,314,105
100960969,2832,330,142
100961281,2622,286,151
100962241,2826,338,133
100962481,1932,219,103
100962649,2652,305,137
100963801,2160,248,112
100963921,2166,272,89
100965169,2664,321,123
100965649,2340,254,136
100965769,1890,232,83
100966321,1854,220,89
100966441,1872,208,104
100967281,3084,356,158
100967329,2592,312,120
100967689,1824,203,101
100968289,2160,253,107
100969009,2190,255,110
100969129,2796,318,148
100969849,2946,354,137
100969969,2058,235,108
100970209,1752,205,87
100970641,2952,351,141
100971049,2364,286,108
100972321,2532,289,133
100972561,2424,290,114
100974241,2298,252,131
100974889,2646,313,128
100975081,2562,290,137
100975921,2808,325,143
100976761,2850,336,139
100977361,1998,210,123
100977529,2736,332,124
100978201,1944,223,101
100979209,2232,260,112
100979929,2724,320,134
100980049,2718,313,140
100980601,2946,333,158
100980721,2610,278,157
100980889,3450,417,158
100980961,2478,291,122
100982281,2550,294,131
100982809,2610,318,117
100984321,2058,227,116
100984801,2160,253,107
100985161,2292,258,124
100985641,1950,231,94
100985761,2682,322,125
100986601,2082,240,107
100986841,2820,326,144
100987009,2892,324,158
100987681,2544,294,130
100988521,2556,296,130
100989841,2580,296,134
100990369,2880,329,151
100991041,2730,316,139
100992481,3072,357,155
100992649,2094,230,119
100993201,1968,226,102
100994209,3048,358,150
100995409,2196,242,124
100995841,2220,263,107
100996921,2478,286,127
100997569,2712,308,144
100997929,3306,381,170
101000761,2274,265,114
101001721,2460,264,146
101002129,3474,407,172
101002609,2640,298,142
101002801,2028,218,120
101003569,3096,371,145
101003809,2238,259,114
101004121,1662,201,76
101004289,2082,239,108
101004481,2256,260,116
101006089,3084,348,166
101010529,1968,226,102
101010841,2154,240,119
101010961,1950,229,96
101011129,3240,376,164
101011969,2322,275,112
101012641,2298,277,106
101012689,2538,284,139
101013361,1884,232,82
101013721,3240,382,158
101013889,2178,236,127
101014369,1710,201,84
101014729,2286,260,121
101015401,2448,275,133
101016841,2250,251,124
101017249,2856,323,153
101017921,2274,269,110
101018521,2748,328,130
101019241,2214,283,86
101019601,2070,248,97
101019769,2640,287,153
101020441,2082,235,112
101021449,2154,236,123
101021929,3000,344,156
101022289,2190,234,131
101023561,2448,291,117
101023609,2544,292,132
101024281,2262,245,132
101024401,2124,257,97
101024569,2094,248,101
101025289,2340,286,104
101025961,1698,193,90
101026921,2382,265,132
101027761,2058,222,121
101028601,2124,243,111
101028769,2862,343,134
101030689,2994,352,147
101031841,1794,209,90
101032849,2238,264,109
101033041,2058,242,101
101033689,2142,243,114
101033809,3378,386,177
101034529,2820,316,154
101035729,2640,322,118
101036329,2274,261,118
101037841,2868,330,148
101037889,2514,272,147
101038849,2850,335,140
101039689,2040,225,115
101040241,2070,239,106
101040361,3870,441,204
101040529,2832,355,117
101040601,2640,307,133
101041201,2484,289,125
101042041,1896,211,105
101042761,2154,264,95
101042881,1854,196,113
101043769,2394,277,122
101044441,1986,243,88
101044561,2928,341,147
101045281,1926,220,101
101045449,2664,299,145
101045641,3708,432,186
101046289,2694,293,156
101046961,1926,216,105
101047081,2358,262,131
101047249,2718,303,150
101047489,1920,215,105
101048161,2502,282,135
101049841,2154,248,111
101050321,2952,329,163
101050681,3222,367,170
101050849,1794,203,96
101051521,2154,257,102
101052121,1968,220,108
101052169,1674,183,96
101052361,2298,248,135
101053801,2532,290,132
101054689,2370,260,135
101055049,2736,317,139
101055481,3564,419,175
101056201,2484,288,126
101056489,3012,359,143
101056729,2730,321,134
101057041,2724,306,148
101057161,2556,290,136
101057569,2388,272,126
101058049,2262,269,108
101058241,2778,328,135
101058721,2460,273,137
101059561,2598,285,148
101060521,2496,276,140
101060929,3108,362,156
101061529,3474,384,195
101061601,2250,257,118
101061769,2280,251,129
101062921,2448,297,111
101064049,2178,242,121
101064121,2424,264,140
101065441,2496,269,147
101066401,2562,295,132
101066809,2628,309,129
101067121,2196,236,130
101068129,2376,283,113
101068801,2358,281,112
101069161,3258,367,176
101069809,2478,284,129
101070001,2712,316,136
101070169,2280,253,127
101070601,2022,234,103
101072329,3306,410,141
101072449,1770,202,93
101073121,2598,310,123
101074681,2838,331,142
101074969,2802,311,156
101076529,2040,234,106
101076889,1692,204,78
101077369,2676,301,145
101078401,2394,281,118
101079001,2388,280,118
101079049,3066,350,161
101079721,2154,251,108
101080729,2520,272,148
101080849,2316,279,107
101081401,2094,223,126
101081569,2934,340,149
101081689,2730,316,139
101082361,2310,263,122
101082601,1770,216,79
101084089,2244,255,119
101084209,3342,390,167
101084449,2256,241,135
101086129,1812,204,98
101086729,2838,328,145
101087401,2652,297,145
101087449,2412,291,111
101087641,2430,288,117
101088121,2100,247,103
101089129,2550,299,126
101089249,2076,241,105
101089321,2550,304,121
101089489,2520,283,137
101090161,2958,330,163
101091769,2526,301,120
101093329,2448,280,128
101093521,2328,274,114
101094289,2754,305,154
101095369,2316,256,130
101096521,2676,302,144
101096881,2862,323,154
101097049,2388,275,123
101097361,2472,293,119
101097649,2532,302,120
101097721,1986,229,102
101098369,2448,275,133
101098489,3192,375,157
101098561,2658,304,139
101098729,2508,296,122
101100049,2598,318,115
101101009,2352,271,121
101101081,2628,293,145
101101849,3360,401,159
101101921,3342,393,164
101102929,2676,317,129
101103241,2190,255,110
101104369,2070,226,119
101104921,2274,257,122
101105089,2796,326,140
101105929,2976,355,141
101106601,2598,305,128
101107441,2676,318,128
101107801,2706,304,147
101108281,2400,274,126
101108641,3198,373,160
101109289,2256,270,106
101110249,2382,294,103
101111641,2802,327,140
101111809,2928,337,151
101113009,2658,306,137
101113321,2136,248,108
101113849,2412,262,140
101114161,2760,297,163
101115841,3144,359,165
101116369,3198,365,168
101116681,2184,250,114
101116849,2592,305,127
101118049,2574,281,148
101118481,2226,255,116
101118529,2982,370,127
101118889,2508,289,129
101119561,2424,282,122
101120329,2748,342,116
101120881,2148,246,112
101122081,2616,282,154
101122729,2802,320,147
101124241,1776,195,101
101125081,2442,278,129
101125249,2298,261,122
101126041,2052,240,102
101126209,2544,297,127
101126881,2238,250,123
101127889,2814,338,131
101128969,2334,283,106
101129449,2088,246,102
101130409,3012,336,166
101130961,2868,359,119
101131321,2364,271,123
101131489,2838,313,160
101131801,1818,197,106
101131969,1878,203,110
101132641,1902,211,106
101132809,3042,359,148
101133841,2304,258,126
101134849,2502,283,134
101135449,2298,260,123
101136289,2382,270,127
101137129,2472,283,129
101137681,2604,308,126
101138209,2856,315,161
101138641,2700,325,125
101139889,2874,347,132
101140489,2340,267,123
101140561,2520,273,147
101141569,1740,195,95
101142001,2562,289,138
101142049,2532,296,126
101142241,2994,347,152
101142889,2352,267,125
101143729,2706,318,133
101144401,2130,258,97
101144521,2742,331,126
101144689,2820,327,143
101144761,2784,326,138
101145361,1920,214,106
101146609,2532,261,161
101146921,2064,224,120
101147209,2154,252,107
101147881,2682,291,156
101148601,2190,245,120
101148721,2346,272,119
101148889,2598,311,122
101148961,2514,284,135
101149441,2448,282,126
101149801,2370,287,108
101151121,2922,314,173
101152081,2826,316,155
101153089,2964,339,155
101153761,2232,263,109
101154169,2688,315,133
101154601,2286,278,103
101154769,2022,227,110
101155009,3366,405,156
101155489,2880,335,145
101156281,2796,331,135
101156329,2472,281,131
101156521,3096,365,151
101157169,1824,204,100
101158009,2052,227,115
101158129,2784,358,106
101159041,2316,250,136
101160361,1740,202,88
101160481,1986,237,94
101160889,1812,210,92
101161369,2448,281,127
101161561,2550,303,122
101162569,2742,304,153
101162881,2646,302,139
101163169,3072,353,159
101163409,2406,280,121
101163841,2280,252,128
101164081,2382,284,113
101165089,2442,278,129
101165401,1866,194,117
101167201,2814,320,149
101168281,2772,303,159
101168449,3132,356,166
101168761,1950,239,86
101168929,1950,220,105
101169121,1716,201,85
101169961,2622,293,144
101170561,3012,357,145
101170969,1590,186,79
101172121,2850,343,132
101172241,2082,245,102
101172289,1590,176,89
101172481,2610,312,123
101173249,2550,273,152
101174329,2160,235,125
101174641,2616,291,145
101175169,3030,361,144
101175601,2130,261,94
101176441,2304,258,126
101177281,2406,264,137
101177449,3114,376,143
101180881,3066,362,149
101181529,3318,395,158
101181721,1950,221,104
101181889,2778,324,139
101182321,1872,206,106
101182369,2844,307,167
101184169,2238,258,115
101186089,2112,250,102
101186521,3306,387,164
101186689,2838,348,125
101187601,2472,299,113
101187769,2346,275,116
101188441,2244,242,132
101188609,2592,310,122
101188921,2328,268,120
101189089,2574,310,119
101189761,2112,242,110
101190049,1680,200,80
101190121,2808,326,142
101190601,2328,282,106
101190721,1920,232,88
101190769,2142,239,118
101191729,2496,306,110
101192569,2340,275,115
101193121,2544,280,144
101193241,3612,442,160
101193481,2604,303,131
101194129,2448,265,143
101195161,2568,290,138
101196001,2292,272,110
101196169,3900,433,217
101196841,2862,328,149
101197009,2178,232,131
101197321,2400,274,126
101197441,2166,255,106
101198281,2160,260,100
101198521,2334,278,111
101199001,2316,294,92
101199121,2040,244,96
101199169,1962,223,104
101199289,2244,269,105
101199961,2952,330,162
