p,ford,fI,fII
1609969,954,99,60
1610569,900,104,46
1610809,1212,143,59
1611241,924,106,48
1611289,852,90,52
1612249,936,98,58
1613329,816,82,54
1613641,912,96,56
1613761,960,116,44
1613809,924,109,45
1614001,1044,110,64
1614649,702,70,47
1615849,924,98,56
1616161,966,104,57
1616281,1038,128,45
1616689,1386,156,75
1617289,1032,122,50
1618129,1194,120,79
1618369,1218,129,74
1618681,996,115,51
1618849,1014,123,46
1619209,948,113,45
1619689,1182,130,67
1621369,1224,149,55
1621489,744,83,41
1621729,1434,161,78
1622041,888,102,46
1622209,846,91,50
1623169,864,98,46
1624009,900,107,43
1624081,1332,150,72
1624681,1290,149,66
1624729,1062,117,60
1624849,1608,198,70
1626769,954,104,55
1627201,1224,142,62
1627441,1776,203,93
1627609,930,107,48
1628881,894,97,52
1629601,966,107,54
1629721,1008,102,66
1630129,1200,143,57
1630441,1206,131,70
1630801,1056,119,57
1632121,1122,121,66
1632481,732,80,42
1632649,864,103,41
1633081,1200,134,66
1633129,972,114,48
1633249,1128,140,48
1633321,1188,132,66
1634089,1230,136,69
1634761,1176,137,59
1634929,1020,112,58
1635169,1152,117,75
1635649,1056,116,60
1636009,1422,165,72
1636849,1014,116,53
1637161,1080,129,51
1637521,882,99,48
1638121,1014,116,53
1639201,948,110,48
1639849,726,82,39
1640641,1224,141,63
1640689,1362,150,77
1640809,1170,123,72
1641361,1104,130,54
1641721,978,102,61
1641889,1158,139,54
1643881,780,84,46
1644001,1068,122,56
1645009,1020,121,49
1645249,996,117,49
1645561,1128,122,66
1645681,1422,149,88
1645729,1476,169,77
1645849,1566,202,59
1647241,960,116,44
1647361,618,70,33
1647601,798,96,37
1647769,1272,139,73
1648081,1002,118,49
1648441,1044,109,65
1649449,1062,116,61
1650601,876,96,50
1650769,1068,115,63
1650889,786,92,39
1651609,1020,125,45
1651801,1596,186,80
1652569,780,93,37
1653409,1206,132,69
1654921,960,103,57
1655089,1422,163,74
1655809,900,99,51
1656169,1212,146,56
1656649,876,108,38
1656841,966,106,55
1657441,1182,139,58
1657609,1236,141,65
1658161,1194,139,60
1659169,1212,141,61
1661641,1134,135,54
1662361,798,97,36
1664569,1452,162,80
1665841,1140,120,70
1665889,792,86,46
1666081,1020,105,65
1666729,852,102,40
1667401,1056,117,59
1667689,1092,116,66
1668241,900,104,46
1668361,1122,124,63
1669201,1116,117,69
1669249,1002,107,60
1669441,906,109,42
1670089,1068,127,51
1670281,1962,221,106
1670761,810,90,45
1671121,750,78,47
1671289,780,83,47
1671961,966,103,58
1672129,1272,142,70
1672441,1146,130,61
1672609,816,83,53
1673281,684,73,41
1673401,1026,130,41
1673569,1284,149,65
1673809,1176,132,64
1674289,936,104,52
1674649,1248,133,75
1675321,1356,145,81
1675801,828,99,39
1676641,1074,118,61
1677001,1272,148,64
1678009,1158,128,65
1678321,1086,125,56
1679281,960,108,52
1679329,906,104,47
1679521,1500,160,90
1680121,1128,131,57
1680361,762,76,51
1680529,1158,136,57
1680961,900,95,55
1681129,1230,136,69
1681201,1080,127,53
1682521,1242,139,68
1682809,1074,123,56
1683049,726,86,35
1684489,1170,142,53
1684561,1410,174,61
1685209,1128,127,61
1685881,942,114,43
1686049,1260,135,75
1686169,636,67,39
1686409,1230,137,68
1687009,1140,136,54
1687729,1146,127,64
1687849,858,87,56
1689601,828,91,47
1690081,1392,158,74
1690441,1158,129,64
1690609,1416,157,79
1692049,1224,143,61
1692721,1188,140,58
1693129,1122,126,61
1693441,948,117,41
1693729,1140,127,63
1694281,1146,133,58
1694449,612,67,35
1694809,1128,125,63
1695289,1152,131,61
1695481,972,113,49
1695961,1008,108,60
1696081,1074,111,68
1696249,1164,130,64
1696801,1374,159,70
1696969,1068,124,54
1698001,1416,168,68
1699681,966,109,52
1700161,744,84,40
1701121,1116,115,71
1701289,1362,155,72
1701361,738,79,44
1701841,942,118,39
1702009,942,110,47
1702369,996,119,47
1702801,930,101,54
1702849,1176,139,57
1702969,1374,160,69
1703041,1164,130,64
1703809,1044,112,62
1704529,1062,122,55
1705369,1422,164,73
1706569,1566,183,78
1707889,1122,133,54
1708009,864,93,51
1709689,1434,172,67
1710409,1170,133,62
1710529,1584,186,78
1710601,1296,134,82
1711081,1092,119,63
1711921,930,109,46
1712761,1122,120,67
1712881,1014,117,52
1712929,870,96,49
1713121,996,114,52
1713289,1356,156,70
1713601,960,118,42
1713769,966,105,56
1714441,912,98,54
1714729,948,101,57
1715449,1266,138,73
1715569,1320,147,73
1716241,1140,128,62
1717081,990,118,47
1717129,1290,152,63
1717321,1032,116,56
1717489,1002,100,67
1718929,840,84,56
1719001,1476,176,70
1719841,1236,146,60
1720321,912,95,57
1721449,726,88,33
1721521,1104,120,64
1721689,1362,168,59
1722529,1080,127,53
1723369,1650,200,75
1723801,1158,120,73
1724209,792,98,34
1724641,1050,115,60
1724689,1086,126,55
1725481,1260,143,67
1726201,558,64,29
1726489,1200,147,53
1726561,1314,138,81
1726729,846,92,49
1727161,1350,155,70
1727329,852,101,41
1727569,1200,142,58
1727881,666,81,30
1728409,960,107,53
1728889,1392,155,77
1729249,870,102,43
1729681,1212,139,63
1729921,966,109,52
1730089,744,81,43
1730929,1200,131,69
1731361,666,76,35
1732369,990,107,58
1732609,1248,144,64
1732921,1008,104,64
1733041,1110,133,52
1733449,1026,120,51
1733929,1698,193,90
1734049,972,116,46
1734121,1032,120,52
1734721,1116,129,57
1734769,1020,111,59
1736281,906,95,56
1738129,1134,119,70
1738921,1146,127,64
1738969,954,99,60
1739641,1050,125,50
1740169,1206,139,62
1740481,720,94,26
1740649,798,90,43
1741321,1080,126,54
1741609,978,111,52
1742161,858,99,44
1743529,1188,140,58
1744009,846,87,54
1744801,1146,125,66
1746649,828,94,44
1747201,756,78,48
1747489,1080,120,60
1747729,732,85,37
1748041,774,91,38
1748401,966,115,46
1748881,1188,134,64
1749001,798,93,40
1749049,930,104,51
1750009,1020,123,47
1750081,1158,122,71
1750681,768,93,35
1751569,1050,114,61
1751689,768,86,42
1751929,984,113,51
1752529,918,99,54
1752601,1278,152,61
1753249,810,90,45
1753441,966,111,50
1754209,1206,138,63
1755769,1086,132,49
1756969,1230,134,71
1757401,1092,120,62
1757449,906,108,43
1757809,804,88,46
1759129,1224,136,68
1759249,1266,128,83
1759489,1446,157,84
1759921,882,99,48
1759969,1128,122,66
1760641,966,98,63
1761169,1188,148,50
1761601,984,115,49
1762609,1038,108,65
1762681,1698,194,89
1764001,1080,125,55
1764289,996,116,50
1765129,1164,127,67
1765369,852,96,46
1765969,1338,153,70
1766041,1116,131,55
1766209,1206,127,74
1766689,1038,111,62
1766881,1092,122,60
1767889,1362,144,83
1768321,942,101,56
1769041,840,84,56
1769161,696,73,43
1769329,756,81,45
1769401,996,112,54
1769881,1164,132,62
1770001,1098,116,67
1770169,1230,143,62
1770409,1266,146,65
1770841,1056,110,66
1771849,1098,126,57
1772401,870,98,47
1772569,996,112,54
1773241,1182,138,59
1773361,1428,169,69
1773601,1152,137,55
1774369,954,117,42
1774609,996,102,64
1774921,750,86,39
1775041,870,101,44
1775281,1212,139,63
1775881,1332,149,73
1776289,1248,146,62
1776961,792,86,46
1777441,888,92,56
1777609,984,113,51
1779241,1008,104,64
1779289,1248,137,71
1779409,1050,124,51
1779649,660,74,36
1779961,1122,132,55
1780081,912,110,42
1780321,1074,113,66
1780489,1098,120,63
1780969,1110,128,57
1781089,1320,151,69
1781641,984,110,54
1782169,1020,113,57
1782769,1008,112,56
1783009,1218,142,61
1784281,1236,149,57
1785001,900,97,53
1785961,954,112,47
1786129,822,81,56
1786201,1086,119,62
1787041,732,74,48
1787521,1062,119,58
1788361,1134,134,55
1788529,1164,135,59
1788649,1146,138,53
1789201,1542,166,91
1790209,756,84,42
1790401,1134,135,54
1791169,1122,121,66
1792249,1350,144,81
1792849,1374,154,75
1793569,1140,138,52
1793761,900,104,46
1793929,942,108,49
1794361,1062,125,52
1794769,1320,158,62
1795201,996,109,57
1795369,900,95,55
1795921,882,98,49
1796281,1488,157,91
1796761,1116,133,53
1797049,1008,117,51
1797769,1158,128,65
1798129,1146,125,66
1798441,1332,143,79
1798729,990,107,58
1798801,1146,129,62
1800121,1026,128,43
1800961,1356,152,74
1801489,978,101,62
1802641,1080,121,59
1803001,1068,117,61
1803169,1188,126,72
1804321,702,84,33
1804489,1074,133,46
1804609,1020,120,50
1805521,924,100,54
1806001,1026,122,49
1806361,1230,150,55
1806841,828,96,42
1807129,780,79,51
1807969,870,108,37
1808041,1098,117,66
1809481,1278,160,53
1809529,936,101,55
1810561,792,88,44
1811041,966,109,52
1811209,1230,136,69
1811569,1296,149,67
1812409,648,61,47
1812721,1212,143,59
1813081,1302,144,73
1813561,798,94,39
1813681,762,90,37
1813729,1152,133,59
1814569,1086,123,58
1814929,1248,138,70
1815361,900,97,53
1817041,1002,112,55
1817281,1002,98,69
1817449,1014,110,59
1818049,942,89,68
1818721,1128,121,67
1818769,1218,142,61
1819729,1560,176,84
1820281,846,91,50
1820449,726,85,36
1820641,792,79,53
1820809,888,103,45
1821121,900,107,43
1821289,1572,167,95
1821409,1554,188,71
1821481,1278,153,60
1821649,1446,157,84
1822321,936,106,50
1824001,876,98,48
1824169,936,96,60
1824481,840,90,50
1824601,966,113,48
1824649,1344,148,76
1824841,1254,147,62
1825489,978,112,51
1826161,1110,121,64
1826281,1020,122,48
1826329,1098,117,66
1826521,1158,127,66
1826689,1152,148,44
1827361,1260,129,81
1828681,1170,117,78
1829041,1086,138,43
1829209,1290,150,65
1830481,1050,114,61
1830889,1206,136,65
1831369,1008,107,61
1832329,942,115,42
1832881,1020,123,47
1833001,918,108,45
1835401,882,93,54
1835569,1338,145,78
1835689,1338,159,64
1837249,1278,143,70
1838209,846,103,38
1838761,792,89,43
1839121,1056,110,66
1839601,1080,118,62
1839769,1122,130,57
1840441,924,93,61
1840561,1518,176,77
1841401,1002,108,59
1841641,1560,190,70
1842289,690,83,32
1842481,984,101,63
1842961,1200,129,71
1843129,1476,185,61
1843321,1002,113,54
1843489,1116,136,50
1843801,1050,115,60
1844329,1218,130,73
1844641,1110,129,56
1845601,906,105,46
1845769,1566,182,79
1845841,1362,157,70
1846321,1008,94,74
1846441,840,99,41
1846609,1020,103,67
1846849,1404,151,83
1847281,1554,187,72
1847689,1302,140,77
1848169,906,112,39
1848289,720,82,38
1848841,1212,151,51
1849201,852,84,58
1849681,1128,128,60
1849849,1098,122,61
1850041,1002,113,54
1850521,864,91,53
1850689,828,95,43
1851649,1194,134,65
1853161,1494,177,72
1853209,1140,122,68
1853329,1086,125,56
1854409,1422,170,67
1854889,708,84,34
1855729,1278,142,71
1855849,990,105,60
1855921,1116,139,47
1856089,864,92,52
1858081,714,73,46
1858201,990,111,54
1858249,1122,121,66
1858369,1254,155,54
1858921,1116,126,60
1859041,1392,164,68
1859281,900,112,38
1859881,834,90,49
1860289,1398,159,74
1860721,1200,128,72
1863241,1158,133,60
1863481,894,101,48
1863649,1380,162,68
1864801,1140,124,66
1864921,1230,119,86
1865161,1056,116,60
1865329,1536,182,74
1866001,774,87,42
1866649,906,98,53
1867009,1164,125,69
1867321,828,100,38
1867609,1086,123,58
1867849,900,94,56
1869169,630,66,39
1869529,1110,131,54
1870129,1110,124,61
1870369,1188,142,56
1871641,906,100,51
1872049,936,99,57
1872529,1272,133,79
1872721,894,105,44
1872889,1428,164,74
1873321,1044,122,52
1874209,1032,121,51
1874881,798,89,44
1875241,1008,113,55
1876009,978,111,52
1876081,1056,113,63
1876249,1026,116,55
1877401,960,120,40
1877521,1134,140,49
1877761,720,97,23
1878769,1236,141,65
1879921,852,104,38
1880209,930,104,51
1880881,1164,133,61
1880929,1332,151,71
1881289,1050,126,49
1881601,1152,136,56
1881769,1344,149,75
1881889,1290,151,64
1881961,1062,119,58
1882561,1098,120,63
1884121,1260,151,59
1884409,1554,181,78
1884481,1260,145,65
1885321,876,110,36
1885489,900,97,53
1885801,894,109,40
1886329,852,88,54
1886809,1074,120,59
1887169,1068,114,64
1888441,1032,118,54
1888609,1356,153,73
1888849,1230,145,60
1889521,1578,164,99
1889689,1026,117,54
1890121,936,112,44
1890289,1074,114,65
1890529,1098,116,67
1891969,1152,129,63
1893049,1464,155,89
1893361,1200,133,67
1893481,954,106,53
1894369,1266,143,68
1894489,900,94,56
1894729,1110,132,53
1896001,1254,137,72
1896241,1008,111,57
1896721,1128,123,65
1896889,1158,127,66
1897009,804,77,57
1897561,984,99,65
1897681,1140,129,61
1897729,1092,118,64
1898521,978,107,56
1898569,1362,166,61
1898761,1566,169,92
1899769,1074,112,67
